C_MB,C_MB_integer,Delta0,Delta_min,L,Q_adiabatic,U,adiabatic_convergence_error,adiabatic_refinements,chern_checkpoint,chern_checkpoint_reused,chern_grid,delta0,index,maximum_abs_berry_flux,maximum_solver_residual,minimum_link_overlap,minimum_resta_modulus,polarization_points_used,refined,t
2.0000000000000004,2,3.0,1.7925550617898462,8,2.0,6.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern10/pair_0431_U_p6d250000_t_p1d500000_N10.npz,False,10,0.9,431,0.5165728711894562,5.235509866546996e-10,0.4313596560566018,0.3617353792923068,20,False,1.5
2.0000000000000004,2,3.0,1.6945202199526754,8,2.0,6.5,0.0,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern10/pair_0432_U_p6d500000_t_p1d500000_N10.npz,False,10,0.9,432,0.6132318561990528,7.176743565196868e-10,0.361568140022378,0.32577015786687763,40,False,1.5
2.0000000000000004,2,3.0,0.8033616971236643,8,2.0000000000000004,6.75,4.440892098500626e-16,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0433_U_p6d750000_t_p1d500000_N20.npz,False,20,0.9,433,0.18955100303673228,4.544309503845469e-10,0.7903353875975048,0.2863567185942246,40,True,1.5
2.0,2,3.0,0.636843784578236,8,1.9999999999999998,7.0,0.0,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0434_U_p7d000000_t_p1d500000_N20.npz,False,20,0.9,434,0.22918613612785999,2.3629158702906716e-10,0.7650786748619474,0.2428685241295853,40,True,1.5
2.0000000000000004,2,3.0,0.4751420942908613,8,2.0000000000000004,7.25,8.881784197001252e-16,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0435_U_p7d250000_t_p1d500000_N20.npz,False,20,0.9,435,0.2860457263333178,2.0019404349708824e-10,0.7394749430380362,0.19461844054050928,40,True,1.5
2.0000000000000004,2,3.0,0.31935188724263774,8,2.0,7.5,0.0,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0436_U_p7d500000_t_p1d500000_N20.npz,False,20,0.9,436,0.375987311336478,2.048764989595342e-10,0.7144060302506796,0.1409181676157725,40,True,1.5
2.0000000000000004,2,3.0,0.17077002977782563,8,2.0000000000000004,7.75,4.440892098500626e-16,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0437_U_p7d750000_t_p1d500000_N20.npz,False,20,0.9,437,0.5339591325771684,3.972161297902794e-10,0.6906899468726583,0.08118909346477883,40,True,1.5
2.0,2,3.0,0.03086532289909183,8,2.0,8.0,0.0,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0438_U_p8d000000_t_p1d500000_N20.npz,False,20,0.9,438,0.805208005814184,2.9503904482371714e-10,0.6689597956686337,0.015136613689461603,40,True,1.5
-2.8271597168564594e-16,0,3.0,0.09879735577622561,8,0.0,8.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0439_U_p8d250000_t_p1d500000_N20.npz,False,20,0.9,439,0.49272426937460556,7.023112312736563e-10,0.7355457911336216,0.6353976587732362,20,True,1.5
1.4135798584282297e-16,0,3.0,0.21669061363919173,8,0.0,8.5,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0440_U_p8d500000_t_p1d500000_N20.npz,False,20,0.9,440,0.30628984267350234,6.365830639679656e-10,0.7518334829727595,0.6544999652341625,20,True,1.5
-1.0601848938211722e-16,0,3.0,0.32151082082320137,8,0.0,8.75,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0441_U_p8d750000_t_p1d500000_N20.npz,False,20,0.9,441,0.2075947232168975,6.094880329810171e-10,0.7656235514273211,0.6728592453119105,20,True,1.5
-5.300924469105861e-17,0,3.0,0.412383692241737,8,0.0,9.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0442_U_p9d000000_t_p1d500000_N20.npz,False,20,0.9,442,0.15102992964962725,6.215216076788007e-10,0.7772305462607487,0.6904278799236705,20,True,1.5
5.300924469105861e-17,0,3.0,0.48632464876126313,8,0.0,9.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0443_U_p9d250000_t_p1d500000_N20.npz,False,20,0.9,443,0.11537381787957186,6.102273168318026e-10,0.786967684244245,0.7071738834630846,20,True,1.5
1.9436723053388158e-16,0,3.0,0.4848446384571661,8,0.0,9.5,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0444_U_p9d500000_t_p1d500000_N20.npz,False,20,0.9,444,0.09121113206657025,5.651696315702891e-10,0.7951255166174298,0.7230797350969206,20,True,1.5
6.184411880623505e-17,0,3.0,0.48202566396327917,8,1.1102230246251565e-16,9.75,1.1102230246251565e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0445_U_p9d750000_t_p1d500000_N20.npz,False,20,0.9,445,0.07395574933938683,5.541186874481376e-10,0.8019617411769016,0.7381408377699434,20,True,1.5
-1.4135798584282297e-16,0,3.0,0.4780684870786889,8,0.0,10.0,5.551115123125783e-17,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0446_U_p10d000000_t_p1d500000_N20.npz,False,20,0.9,446,0.06114791360606883,5.415034148560293e-10,0.8076983010204,0.7523637513476783,20,True,1.5
3.528772962018713e-18,0,3.0,0.8017614140155587,8,0.0,12.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern10/pair_0447_U_p12d000000_t_p1d500000_N10.npz,False,10,0.9,447,0.07167126364972813,5.093131173298702e-10,0.40439023974963323,0.8390418477478474,20,False,1.5
-1.0402546602215067e-16,0,3.0,0.5863184999846727,8,0.0,16.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern10/pair_0448_U_p16d000000_t_p1d500000_N10.npz,False,10,0.9,448,0.02066975730016768,1.4925620264384242e-10,0.4354988001088423,0.9153506908672188,20,False,1.5
3.335941481086884e-17,0,3.0,0.37998806366387194,8,0.0,24.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern10/pair_0449_U_p24d000000_t_p1d500000_N10.npz,False,10,0.9,449,0.005457465837731617,2.617808687262611e-10,0.44304366963669667,0.9577261420545454,20,False,1.5
1.5937284634329993e-16,0,3.0,0.15065825511255837,8,0.0,32.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0450_U_p32d000000_t_p1d500000_N20.npz,False,20,0.9,450,0.0007190633518740795,2.1484485411883083e-10,0.8438297618653038,0.9750043832561726,20,True,1.5
